Catégories,Tags catégorie,Description catégorie,Services,Tag Services,Description service,Filtre présentation,Prestation,Tags prestation,Option,Métier,Equipement,Facturation,Calculateur, , , , , , , , , , , , , , , , , , 
Beauté & bien être,,,Coiffure,,,Femme ,Coupe création,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Femme ,Brushing court et mi long,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Femme ,Brushing long,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Femme ,Brushing élaboré,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Femme ,Couleur racine,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Femme ,Couleur complète,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Femme ,Soins,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Femme ,Coiffure de mariage avec essai,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Femme ,Coiffure de soirée,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Femme ,Tie and dye,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Femme ,Mèche,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Femme ,Balayage,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Femme ,Patine,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Femme ,Dépose d'extensions,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Femme ,Pose d'extension ,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Femme ,Défrisage,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Femme ,Lissage brésilien,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Enfant,Shampoing,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Enfant ,Permanente ,,,Coiffeur ,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation ,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Enfant,Coupe classique,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure,,,Enfant,Coupe création,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Tondeuse;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Assouplissement Naturel,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Défrisage,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Curly,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Wave,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Lissage au Tanin sans formol,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Lissage brésilien,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Lissage 100% naturel,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Dépose tresses,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Tresses couchées couchées demi-tête,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Tresses couchées avec rajout,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Box Braid court,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Box  Braid Mi-long,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Box Braid long,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Finger twist,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,locks Twist,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Départ locks,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Entretien locks,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Tissage,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Dépose tissage,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Pose Extensions,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Dépose d'extensions,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Coloration sur tissage,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Coiffure afro,,,,Mèches sur tissage,,,Coiffeur,Sèche cheveux;Serviette;Produits techniques;Epingles et accessoires cheveux;Shampoing;Extensions et tissage;Peigne et ciseaux,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Conciergerie ,,,Conciergerie administrative,,,,Création / renouvellement de carte grise,,,,,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Conciergerie ,,,Conciergerie administrative,,,,Création / renouvellement de passeport & carte d'identité,,,,,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Conciergerie ,,,Conciergerie administrative,,,,Création / renouvellement de visa,,,,,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Conciergerie ,,,Conciergerie Airbnb,,,,"Arrivée - Accueil / remise des clés, conseils",,,,Produits d'entretien;Aspirateur;Raclette vitre;Lessive et produits de lavage,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Conciergerie ,,,Conciergerie Airbnb,,,,"Départ - Reprise clés, checkout",,,,Produits d'entretien;Aspirateur;Raclette vitre;Lessive et produits de lavage,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Conciergerie ,,,Conciergerie Airbnb,,,,Ménage après location ,,,,Produits d'entretien;Aspirateur;Raclette vitre;Lessive et produits de lavage,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Conciergerie ,,,Conciergerie Airbnb,,,,Blanchisserie - lavage et remplacement des draps,,,,Produits d'entretien;Aspirateur;Raclette vitre;Lessive et produits de lavage,unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de mini pelle,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de bouteur,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de chargeuse pelleteuse,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de chargeuse à pneus,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de mini compacteur,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de pelle à pneus,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de pelle à chenille,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de raboteuse,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de finisseur,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de pulvimixeur,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de niveleuse,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de compacteur,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de mini chargeuse,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de tombereau,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de tracteur agricole,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de chariot élévateur de chantier,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de plateforme élévatrice verticale,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Conducteur d'engin de chantier,,,Construction,Conducteur de plateforme élévatrice multi-directionnelle,,,Conducteur,Engin associé ,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Administratif,,,Conseil,,,,Conseil en comptabilité ,,,Comptable ,,de l'heure,Nombre ,,,,,,,,,,,,,,,,,,
Administratif,,,Conseil,,,,Conseiller juridique ,,,Juriste,,de l'heure,Nombre ,,,,,,,,,,,,,,,,,,
Administratif,,,Conseil,,,,Conseiller fiscal ,,,Fiscaliste,,de l'heure,Nombre ,,,,,,,,,,,,,,,,,,
Administratif,,,Conseil,,,,Avocat,,,Avocat ,,de l'heure,Nombre ,,,,,,,,,,,,,,,,,,
Administratif,,,Conseil,,,,Conseil en assurance,,,Expert en assurance ,,de l'heure,Nombre ,,,,,,,,,,,,,,,,,,
Administratif,,,Conseil,,,,Conseiller en patrimoine ,,,Expert de patrimoine ,,de l'heure,Nombre ,,,,,,,,,,,,,,,,,,
Administratif,,,Conseil,,,,Conseiller financier,,,Expert financier,,de l'heure,Nombre ,,,,,,,,,,,,,,,,,,
Administratif,,,Conseil,,,,Conseiller personnel,,,Conseiller personnel,,de l'heure,Nombre ,,,,,,,,,,,,,,,,,,
Administratif,,,Conseil,,,,conseil en crédits ,,,Financier,,de l'heure,Nombre ,,,,,,,,,,,,,,,,,,
Administratif,,,Conseil,,,,Détective privé,,,détective ,,de l'heure,Nombre ,,,,,,,,,,,,,,,,,,
Administratif,,,Conseil,,,,Généalogie,,,,,de l'heure,Nombre ,,,,,,,,,,,,,,,,,,
Administratif,,,Conseil,,,,Conseil en expertise de biens,,,,,de l'heure,Nombre ,,,,,,,,,,,,,,,,,,
Administratif,,,Conseil,,,,Secretariat ,,,Secrétaire,,de l'heure,Nombre ,,,,,,,,,,,,,,,,,,
Administratif,,,Conseil,,,,Recherche achat maison ou appartement,,,,,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Administratif,,,Conseil,,,,Recherche location maison ou appartement,,,,,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Administratif,,,Conseil,,,,Recherche vente maison ou appartement,,,,,par prestation,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Réparation talonnette,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Réparation talon cuir ou haut,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Redresse talon,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Chagement talonnette,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Changement talons hauts,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Changement talon cuir ou epais,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Pose patins caoutchouc,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Pose de semelle caoutchouc,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Pose de demi semelle caoutchouc,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Pose Semelle cuir,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Pose Demi semelle cuir,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Protection fer ou nylon,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Fers encastrés cloués,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Fers encastrés vissés,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Redresse semelle,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Couture Blake,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Couture petits points,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Semelle et talons,Couture sous gravure,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,"Forçage, fermeture et glissoire",Forçage chaussures,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,"Forçage, fermeture et glissoire",Forçage bottes,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,"Forçage, fermeture et glissoire",Forçage jambes,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,"Forçage, fermeture et glissoire",Réparation Œillet,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,"Forçage, fermeture et glissoire",Réparation pression,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,"Forçage, fermeture et glissoire",Articles à coudre ou à coller,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,"Forçage, fermeture et glissoire",Réparation élastique,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,"Forçage, fermeture et glissoire",Réparation fermerture éclair,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,"Forçage, fermeture et glissoire",Pose d'anti-glissoir chaussures,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,"Forçage, fermeture et glissoire",Pose d'anti-glissoir bottines,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,"Forçage, fermeture et glissoire",Pose d'anti-glissoir bottes,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Cordonnerie ,,,Cirage et teinture,Teinture chaussures,,,Cordonnier,Matériel de cordonnerie,unitaire,Nombre,,,,,,,,,,,,,,,,,,
